"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
12243,"5A8","medium_airport","Aleknagik / New Airport",59.2826004028,-158.617996216,66,NA,"US","US-AK","Aleknagik","yes","5A8","WKK","5A8","","http://en.wikipedia.org/wiki/Aleknagik_Airport",""
3,"AGGH","medium_airport","Honiara International Airport",-9.4280004501343,160.05499267578,28,"OC","SB","SB-CT","Honiara","yes","AGGH","HIR","","","http://en.wikipedia.org/wiki/Honiara_International_Airport","Henderson Field"
4,"AGGM","medium_airport","Munda Airport",-8.32796955108643,157.263000488281,10,"OC","SB","SB-WE","","yes","AGGM","MUA","","","http://en.wikipedia.org/wiki/Munda_Airport",""
312371,"AHJ","medium_airport","Hongyuan Airport",32.53154,102.35224,11600,"AS","CN","CN-51","Aba","no","ZUHY","AHJ","","","http://en.wikipedia.org/wiki/Hongyuan_Airport",""
8,"ANYN","medium_airport","Nauru International Airport",-0.547458,166.919006,22,"OC","NR","NR-14","Yaren District","yes","ANYN","INU","","","http://en.wikipedia.org/wiki/Nauru_International_Airport","ANAU"
314558,"AXF","medium_airport","Alxa Left Banner Bayanhot Airport",38.74831,105.58858,4560,"AS","CN","CN-15","Bayanhot","yes","ZBAL","AXF","","","http://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport",""
53,"AYBK","medium_airport","Buka Airport",-5.4223198890686,154.673004150391,11,"OC","PG","PG-NSB","Buka Island","yes","AYBK","BUA","","","http://en.wikipedia.org/wiki/Buka_Airport",""
54,"AYCH","medium_airport","Chimbu Airport",-6.02429008483887,144.970993041992,4974,"OC","PG","PG-CPK","Kundiawa","yes","AYCH","CMU","","","http://en.wikipedia.org/wiki/Chimbu_Airport",""
55,"AYDU","medium_airport","Daru Airport",-9.08675956726,143.207992554,20,"OC","PG","PG-WPD","Daru","yes","AYDU","DAU","","","http://en.wikipedia.org/wiki/Daru_Airport",""
56,"AYGA","medium_airport","Goroka Airport",-6.08168983459,145.391998291,5282,"OC","PG","PG-EHG","Goronka","yes","AYGA","GKA","","","http://en.wikipedia.org/wiki/Goroka_Airport",""
57,"AYGN","medium_airport","Gurney Airport",-10.3114995956,150.333999634,88,"OC","PG","PG-MBA","Gurney","yes","AYGN","GUR","","","http://en.wikipedia.org/wiki/Gurney_Airport",""
58,"AYGR","medium_airport","Girua Airport",-8.80453968048,148.309005737,311,"OC","PG","PG-NPP","Popondetta","yes","AYGR","PNP","","","http://en.wikipedia.org/wiki/Girua_Airport",""
59,"AYHK","medium_airport","Kimbe Airport",-5.46217012405396,150.404998779297,66,"OC","PG","PG-WBK","Hoskins","yes","AYHK","HKN","","","http://en.wikipedia.org/wiki/Hoskins_Airport",""
60,"AYKM","medium_airport","Kerema Airport",-7.96361017227,145.770996094,10,"OC","PG","PG-GPK","Kerema","yes","AYKM","KMA","","","http://en.wikipedia.org/wiki/Kerema_Airport",""
61,"AYKV","medium_airport","Kavieng Airport",-2.57940006256,150.807998657,7,"OC","PG","PG-NIK","Kavieng","yes","AYKV","KVG","","","http://en.wikipedia.org/wiki/Kavieng_Airport",""
62,"AYMD","medium_airport","Madang Airport",-5.20707988739,145.789001465,20,"OC","PG","PG-MPM","Madang","yes","AYMD","MAG","","","http://en.wikipedia.org/wiki/Madang_Airport",""
63,"AYMH","medium_airport","Mount Hagen Kagamuga Airport",-5.82678985595703,144.296005249023,5388,"OC","PG","PG-WHM","Mount Hagen","yes","AYMH","HGU","","","http://en.wikipedia.org/wiki/Mount_Hagen_Airport",""
64,"AYMN","medium_airport","Mendi Airport",-6.14774,143.656998,5680,"OC","PG","PG-SHM","Mendi","yes","AYMN","MDU","","","http://en.wikipedia.org/wiki/Mendi_Airport",""
65,"AYMO","medium_airport","Momote Airport",-2.06189,147.423996,12,"OC","PG","PG-MRL","Manus Island","yes","AYMO","MAS","","","http://en.wikipedia.org/wiki/Momote_Airport",""
66,"AYNZ","medium_airport","Nadzab Airport",-6.569803,146.725977,239,"OC","PG","PG-MPL","Lae","yes","AYNZ","LAE","","","http://en.wikipedia.org/wiki/Lae_Nadzab_Airport","MFO"
67,"AYPY","large_airport","Port Moresby Jacksons International Airport",-9.44338035583496,147.220001220703,146,"OC","PG","PG-NCD","Port Moresby","yes","AYPY","POM","","","http://en.wikipedia.org/wiki/Jacksons_International_Airport",""
68,"AYTK","medium_airport","Tokua Airport",-4.34045982361,152.380004883,32,"OC","PG","PG-EBR","Tokua","yes","AYTK","RAB","","","http://en.wikipedia.org/wiki/Rabaul_Airport",""
69,"AYVN","medium_airport","Vanimo Airport",-2.6926,141.3028,10,"OC","PG","PG-SAN","Vanimo","yes","AYVN","VAI","","","http://en.wikipedia.org/wiki/Vanimo_Airport",""
70,"AYWD","medium_airport","Wapenamanda Airport",-5.64330005645752,143.895004272461,5889,"OC","PG","PG-EPW","","yes","AYWD","WBM","","","http://en.wikipedia.org/wiki/Wapenamanda_Airport",""
71,"AYWK","medium_airport","Wewak International Airport",-3.58383011818,143.669006348,19,"OC","PG","PG-ESW","Wewak","yes","AYWK","WWK","","","http://en.wikipedia.org/wiki/Wewak_International_Airport",""
44941,"AZ-0001","medium_airport","Zabrat Airport",40.4955422161,49.9768066406,36,"AS","AZ","AZ-BA","Baku","no","UBTT","ZXT","","","https://en.wikipedia.org/wiki/Zabrat_Airport",""
27301,"BCW","medium_airport","Benguera Island Airport",-21.8533000946045,35.4383010864258,NA,"AF","MZ","MZ-I","Benguera Island","yes","","BCW","","","http://en.wikipedia.org/wiki/Benguera_Island_Airport",""
111,"BG-JAM","medium_airport","Bezmer Air Base",42.4548988342,26.3521995544,509,"EU","BG","BG-28","Yambol","no","LBIA","JAM","","","http://en.wikipedia.org/wiki/Bezmer_Airbase","LB44"
31697,"BGAA","medium_airport","Aasiaat Airport",68.7218017578,-52.7846984863,74,NA,"GL","GL-U-A","Aasiaat","yes","BGAA","JEG","","http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/","http://en.wikipedia.org/wiki/Aasiaat_Airport",""
113,"BGBW","medium_airport","Narsarsuaq Airport",61.1604995728,-45.4259986877,112,NA,"GL","GL-U-A","Narsarsuaq","yes","BGBW","UAK","","","http://en.wikipedia.org/wiki/Narsarsuaq_Airport",""
114,"BGGH","medium_airport","Godthaab / Nuuk Airport",64.19090271,-51.6781005859,283,NA,"GL","GL-U-A","Nuuk","yes","BGGH","GOH","","","http://en.wikipedia.org/wiki/Nuuk_Airport","Nuussuaq"
115,"BGSF","medium_airport","Kangerlussuaq Airport",67.0122218992,-50.7116031647,165,NA,"GL","GL-U-A","Kangerlussuaq","yes","BGSF","SFJ","","","http://en.wikipedia.org/wiki/Kangerlussuaq_Airport","Sondre Stromfjord"
116,"BGTL","medium_airport","Thule Air Base",76.5311965942,-68.7032012939,251,NA,"GL","GL-U-A","Thule","yes","BGTL","THU","","","http://en.wikipedia.org/wiki/Thule_Air_Base","Pituffik"
117,"BIAR","medium_airport","Akureyri Airport",65.6600036621094,-18.0727005004883,6,"EU","IS","IS-6","Akureyri","yes","BIAR","AEY","","","http://en.wikipedia.org/wiki/Akureyri_Airport",""
119,"BIEG","medium_airport","Egilsstaðir Airport",65.2833023071289,-14.4013996124268,76,"EU","IS","IS-7","Egilsstaðir","yes","BIEG","EGS","","","http://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport",""
120,"BIHN","medium_airport","Hornafjörður Airport",64.295601,-15.2272,24,"EU","IS","IS-8","Höfn","yes","BIHN","HFN","","","https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport",""
121,"BIHU","medium_airport","Húsavík Airport",65.952301,-17.426001,48,"EU","IS","IS-6","Húsavík","yes","BIHU","HZK","","","https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport",""
122,"BIIS","medium_airport","Ísafjörður Airport",66.0580978393555,-23.1352996826172,8,"EU","IS","IS-4","Ísafjörður","yes","BIIS","IFJ","","","http://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport",""
123,"BIKF","large_airport","Keflavik International Airport",63.985000610352,-22.605600357056,171,"EU","IS","IS-2","Reykjavík","yes","BIKF","KEF","","","http://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport","Keflavik Naval Air Station,REK"
125,"BIRK","medium_airport","Reykjavik Airport",64.1299972534,-21.9405994415,48,"EU","IS","IS-1","Reykjavik","yes","BIRK","RKV","","","http://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport","REK"
126,"BISI","medium_airport","Siglufjörður Airport",66.133301,-18.9167,10,"EU","IS","IS-6","Siglufjörður","no","BISI","SIJ","","","https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport",""
128,"BIVM","medium_airport","Vestmannaeyjar Airport",63.4243011474609,-20.2789001464844,326,"EU","IS","IS-8","Vestmannaeyjar","no","BIVM","VEY","","","http://en.wikipedia.org/wiki/Vestmannaeyjar_Airport",""
4614,"BKPR","large_airport","Priština International Airport",42.5728,21.035801,1789,"EU","XK","XK-01","Prishtina","yes","BKPR","PRN","","http://www.airportpristina.com/","https://en.wikipedia.org/wiki/Pristina_International_Airport","LYPR, Pristina, Slatina Air Base"
42216,"BZ-BGK","medium_airport","Big Creek Airport",16.5193691253662,-88.4079132080078,3,NA,"BZ","BZ-SC","Big Creek","yes","","BGK","","","http://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize)",""
30861,"BZ-CUK","medium_airport","Caye Caulker Airport",17.7346992492676,-88.0325012207031,1,NA,"BZ","BZ-BZ","Caye Caulker","yes","","CUK","","","http://en.wikipedia.org/wiki/Caye_Caulker_Airport",""
30867,"BZ-CYC","medium_airport","Caye Chapel Airport",17.7007999420166,-88.0410995483398,3,NA,"BZ","BZ-BZ","Caye Chapel","yes","","CYC","","","http://en.wikipedia.org/wiki/Caye_Chapel_Airport",""
42209,"BZ-CZH","medium_airport","Corozal Municipal Airport",18.3822002410889,-88.4119033813477,40,NA,"BZ","BZ-CZL","Corozal","yes","","CZH","","","http://en.wikipedia.org/wiki/Corozal_Airport","Ranchito Airport"
42207,"BZ-DGA","medium_airport","Dangriga Airport",16.9825096130371,-88.2309875488281,508,NA,"BZ","BZ-SC","Dangriga","yes","","DGA","","","http://en.wikipedia.org/wiki/Dangriga_Airport","Stann Creek Airport"
42217,"BZ-PLJ","medium_airport","Placencia Airport",16.5369567871094,-88.3615112304688,3,NA,"BZ","BZ-SC","Placencia","yes","","PLJ","","","http://en.wikipedia.org/wiki/Placencia_Airport",""
35305,"BZ-PND","medium_airport","Punta Gorda Airport",16.102399826,-88.8082962036,7,NA,"BZ","BZ-TOL","Punta Gorda","yes","","PND","","","http://en.wikipedia.org/wiki/Punta_Gorda_Airport",""
42210,"BZ-SJX","medium_airport","Sartaneja Airport",18.3561000823975,-88.1307983398438,3,NA,"BZ","BZ-CZL","Sartaneja","yes","","SJX","","","http://en.wikipedia.org/wiki/Sartaneja_Airport",""
32370,"BZ-SPR","medium_airport","San Pedro Airport",17.9139,-87.9711,4,NA,"BZ","BZ-CY","San Pedro","yes","MZSP","SPR","","","http://en.wikipedia.org/wiki/San_Pedro_Airport",""
42215,"BZ-TZA","medium_airport","Belize City Municipal Airport",17.5163898468018,-88.1944427490234,16,NA,"BZ","BZ-BZ","Belize City","yes","","TZA","","","http://en.wikipedia.org/wiki/Belize_City_Municipal_Airport",""
27300,"BZB","medium_airport","Bazaruto Island Airport",-21.5411,35.4729,NA,"AF","MZ","MZ-I","Bazaruto Island","no","","BZB","","","http://en.wikipedia.org/wiki/Bazaruto_Island_Airport",""
298989,"CN-0010","medium_airport","Yinchuan Hedong International Airport",38.322758,106.393214,NA,"AS","CN","CN-64","Yinchuan","yes","ZLIC","INC","","http://www.ningxiaairport.com/","https://en.wikipedia.org/wiki/Yinchuan_Hedong_International_Airport",""
44127,"CN-0012","medium_airport","Yuanmou Air Base",25.737499237061,101.88200378418,3810,"AS","CN","CN-53","Yuanmou","no","ZPYM","YUA","","","",""
44100,"CN-0024","medium_airport","Zhangjiakou Ningyuan Airport",40.7386016846,114.930000305,2347,"AS","CN","CN-13","Zhangjiakou","yes","ZBZJ","ZQZ","","","http://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport","Zhangjiakou Air Base, 张家口宁远机场"
44103,"CN-0027","medium_airport","Baoshan Yunduan Airport",25.053301,99.168297,5453,"AS","CN","CN-53","","yes","ZPBS","BSD","","","http://en.wikipedia.org/wiki/Baoshan_Yunduan_Airport",""
44116,"CN-0040","medium_airport","Lintsang Airfield",23.7381000519,100.025001526,6230,"AS","CN","CN-53","Lincang","yes","ZPLC","LNJ","","","http://en.wikipedia.org/wiki/Lincang_Airport","Lincang Airport"
44122,"CN-0046","medium_airport","Shigatse Air Base",29.3519,89.311401,3782,"AS","CN","CN-54","Xigazê","yes","ZURK","RKZ","","","http://en.wikipedia.org/wiki/Shigatse_Peace_Airport",""
44126,"CN-0050","medium_airport","Bao'anying Airport",26.54,101.79852,1620,"AS","CN","CN-51","Panzhihua","yes","ZUZH","PZI","","","http://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport","Xining Air Base, 攀枝花保安营机场"
44139,"CN-0061","medium_airport","Foshan Shadi Airport",23.0832996368,113.069999695,6,"AS","CN","CN-44","Foshan","yes","ZGFS","FUO","","","http://en.wikipedia.org/wiki/Foshan_Shadi_Airport","Guangzhou Shadi Air Base"
44146,"CN-0068","medium_airport","Huizhou Airport",23.0499992371,114.599998474,50,"AS","CN","CN-44","Huizhou","yes","ZGHZ","HUZ","","","http://en.wikipedia.org/wiki/Huizhou_Airport","Huiyang Air Base, Pingtan Airport"
44157,"CN-0079","medium_airport","Shaoguan Guitou Airport",24.9785995483,113.42099762,280,"AS","CN","CN-44","Shaoguan","no","","HSC","","","http://en.wikipedia.org/wiki/Shaoguan_Guitou_Airport","Shaoguan Air Base"
44159,"CN-0081","medium_airport","Jinggangshan Airport",26.8568992615,114.736999512,281,"AS","CN","CN-36","Ji'an","yes","ZSJA","JGS","","","http://en.wikipedia.org/wiki/Jinggangshan_Airport","Tiahe Air Base"
44160,"CN-0082","medium_airport","Baise Youjiang Airport",23.7206001282,106.959999084,490,"AS","CN","CN-45","Baise","yes","ZGBS","AEB","","","http://en.wikipedia.org/wiki/Baise_Youjiang_Airport","Tian Yang Air Base, Bose airport, 百色右江机场"
44169,"CN-0091","medium_airport","Dongying Shengli Airport",37.5085983276,118.788002014,15,"AS","CN","CN-37","Dongying","no","ZSDY","DOY","","","http://en.wikipedia.org/wiki/Dongying_Shengli_Airport","Dongying Air Base, Dongying Yong'an Airport"
44182,"CN-0104","medium_airport","Xingcheng Air Base",40.5802993774,120.697998047,30,"AS","CN","CN-21","","no","ZYXC","XEN","","","",""
44191,"CN-0113","medium_airport","Altay Air Base",47.7498855591,88.0858078003,2460,"AS","CN","CN-65","Altay","yes","ZWAT","AAT","","","http://en.wikipedia.org/wiki/Altay_Airport",""
44208,"CN-0130","medium_airport","Tianshui Maijishan Airport",34.5593986511,105.86000061,3590,"AS","CN","CN-62","Tianshui","yes","ZLTS","THQ","","","http://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport","Tianshui Air Base, 天水麦积山机场"
44221,"CN-0143","medium_airport","Zhangye Ganzhou Airport",38.8018989563,100.675003052,5280,"AS","CN","CN-62","Zhangye","yes","ZLZY","YZY","","","http://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport","Zhangye Southeast Air Base, 张掖甘州机场"
44267,"CN-0189","medium_airport","Dandong Airport",40.0247,124.286003,30,"AS","CN","CN-21","Dandong","yes","ZYDD","DDG","","http://www.ddcei.gov.cn/english/index.html","http://en.wikipedia.org/wiki/Dandong_Airport",""
44646,"CY-0002","medium_airport","Lefkoniko Airport",35.235947,33.724358,146,"AS","CY","CY-03","Geçitkale","yes","LCGK","GEC","","","https://en.wikipedia.org/wiki/Geçitkale_Air_Base","Geçitkale Air Base"
1652,"CYAC","medium_airport","Cat Lake Airport",51.7271995544434,-91.8244018554688,1344,NA,"CA","CA-ON","Cat Lake","yes","CYAC","YAC","","","http://en.wikipedia.org/wiki/Cat_Lake_Airport",""
1654,"CYAG","medium_airport","Fort Frances Municipal Airport",48.6542015075684,-93.439697265625,1125,NA,"CA","CA-ON","Fort Frances","yes","CYAG","YAG","","","http://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport",""
1655,"CYAH","medium_airport","La Grande-4 Airport",53.754699707,-73.6753005981,1005,NA,"CA","CA-QC","La Grande-4","no","CYAH","YAH","","","http://en.wikipedia.org/wiki/La_Grande-4_Airport","YAH"
1656,"CYAL","medium_airport","Alert Bay Airport",50.5821990966797,-126.916000366211,240,NA,"CA","CA-BC","Alert Bay","no","CYAL","YAL","","","http://en.wikipedia.org/wiki/Alert_Bay_Airport",""
1657,"CYAM","medium_airport","Sault Ste Marie Airport",46.4850006103516,-84.5093994140625,630,NA,"CA","CA-ON","Sault Ste Marie","yes","CYAM","YAM","","http://www.saultairport.com/","http://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport",""
1658,"CYAQ","medium_airport","Kasabonika Airport",53.5247001647949,-88.6427993774414,672,NA,"CA","CA-ON","Kasabonika","yes","CYAQ","XKS","","","http://en.wikipedia.org/wiki/Kasabonika_Airport","YAQ"
1659,"CYAS","medium_airport","Kangirsuk Airport",60.0271987915039,-69.9991989135742,403,NA,"CA","CA-QC","Kangirsuk","yes","CYAS","YKG","","","http://en.wikipedia.org/wiki/Kangirsuk_Airport","YAS"
1660,"CYAT","medium_airport","Attawapiskat Airport",52.9275016784668,-82.4319000244141,31,NA,"CA","CA-ON","Attawapiskat","yes","CYAT","YAT","","","http://en.wikipedia.org/wiki/Attawapiskat_Airport",""
1665,"CYAY","medium_airport","St. Anthony Airport",51.3918991089,-56.0830993652,108,NA,"CA","CA-NL","St. Anthony","yes","CYAY","YAY","","","http://en.wikipedia.org/wiki/St._Anthony_Airport",""
1666,"CYAZ","medium_airport","Tofino / Long Beach Airport",49.079833,-125.775583,80,NA,"CA","CA-BC","Tofino","yes","CYAZ","YAZ","","http://www.acrd.bc.ca/long-beach-airport","http://en.wikipedia.org/wiki/Tofino_Airport",""
1668,"CYBB","medium_airport","Kugaaruk Airport",68.534401,-89.808098,56,NA,"CA","CA-NU","Kugaaruk","yes","CYBB","YBB","","","http://en.wikipedia.org/wiki/Kugaaruk_Airport","YBB, Pelly Bay Townsite Airport"
1669,"CYBC","medium_airport","Baie Comeau Airport",49.1324996948242,-68.2043991088867,71,NA,"CA","CA-QC","Baie-Comeau","yes","CYBC","YBC","","","http://en.wikipedia.org/wiki/Baie-Comeau_Airport",""
1670,"CYBD","medium_airport","Bella Coola Airport",52.387501,-126.596001,117,NA,"CA","CA-BC","Bella Coola","yes","CYBD","QBC","","","http://en.wikipedia.org/wiki/Bella_Coola_Airport","YBD"
1671,"CYBE","medium_airport","Uranium City Airport",59.5614013671875,-108.481002807617,1044,NA,"CA","CA-SK","Uranium City","yes","CYBE","YBE","","","http://en.wikipedia.org/wiki/Uranium_City_Airport",""
1672,"CYBF","medium_airport","Bonnyville Airport",54.304199,-110.744003,1836,NA,"CA","CA-AB","Bonnyville","yes","CYBF","YBY","","http://town.bonnyville.ab.ca/livingin/airport/index.html","http://en.wikipedia.org/wiki/Bonnyville_Airport","YBF"
1673,"CYBG","medium_airport","CFB Bagotville",48.3306007385254,-70.9963989257812,522,NA,"CA","CA-QC","Bagotville","yes","CYBG","YBG","","","http://en.wikipedia.org/wiki/CFB_Bagotville","Bagotville Airport"
1674,"CYBK","medium_airport","Baker Lake Airport",64.2988967896,-96.077796936,59,NA,"CA","CA-NU","Baker Lake","yes","CYBK","YBK","","","http://en.wikipedia.org/wiki/Baker_Lake_Airport",""
1675,"CYBL","medium_airport","Campbell River Airport",49.9508018493652,-125.271003723145,346,NA,"CA","CA-BC","Campbell River","yes","CYBL","YBL","","","http://en.wikipedia.org/wiki/Campbell_River_Airport",""
1677,"CYBQ","medium_airport","Tadoule Lake Airport",58.7061,-98.512199,923,NA,"CA","CA-MB","Tadoule Lake","yes","CYBQ","XTL","","","http://en.wikipedia.org/wiki/Tadoule_Lake_Airport","YBQ"
1678,"CYBR","medium_airport","Brandon Municipal Airport",49.91,-99.951897,1343,NA,"CA","CA-MB","Brandon","yes","CYBR","YBR","","","http://en.wikipedia.org/wiki/Brandon_Airport",""
1679,"CYBT","medium_airport","Brochet Airport",57.8894,-101.679001,1136,NA,"CA","CA-MB","Brochet","yes","CYBT","YBT","","","http://en.wikipedia.org/wiki/Brochet_Airport",""
1681,"CYBV","medium_airport","Berens River Airport",52.358898,-97.018303,728,NA,"CA","CA-MB","Berens River","yes","CYBV","YBV","","","http://en.wikipedia.org/wiki/Berens_River_Airport",""
1683,"CYBX","medium_airport","Lourdes de Blanc Sablon Airport",51.4435997009,-57.1852989197,121,NA,"CA","CA-QC","Lourdes-De-Blanc-Sablon","yes","CYBX","YBX","","","http://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport",""
1684,"CYCA","medium_airport","Cartwright Airport",53.6828002929688,-57.0419006347656,40,NA,"CA","CA-NL","Cartwright","yes","CYCA","YRF","","","http://en.wikipedia.org/wiki/Cartwright_Airport","YCA"
1685,"CYCB","medium_airport","Cambridge Bay Airport",69.1081008911,-105.138000488,90,NA,"CA","CA-NU","Cambridge Bay","yes","CYCB","YCB","","","http://en.wikipedia.org/wiki/Cambridge_Bay_Airport",""
1686,"CYCC","medium_airport","Cornwall Regional Airport",45.0928001403809,-74.5633010864258,175,NA,"CA","CA-ON","Cornwall","no","CYCC","YCC","","","http://en.wikipedia.org/wiki/Cornwall_Regional_Airport",""
1687,"CYCD","medium_airport","Nanaimo Airport",49.0549702249,-123.869862556,92,NA,"CA","CA-BC","Nanaimo","yes","CYCD","YCD","","","http://en.wikipedia.org/wiki/Nanaimo_Airport",""
1688,"CYCE","medium_airport","Centralia / James T. Field Memorial Aerodrome",43.285599,-81.508301,824,NA,"CA","CA-ON","Centralia","no","CYCE","YCE","CYCE","","http://en.wikipedia.org/wiki/Centralia/Huron_Airpark","RCAF Station Centralia, Huron Airpark"
1689,"CYCG","medium_airport","Castlegar/West Kootenay Regional Airport",49.2963981628,-117.632003784,1624,NA,"CA","CA-BC","Castlegar","yes","CYCG","YCG","","","http://en.wikipedia.org/wiki/Castlegar_Airport",""
1690,"CYCH","medium_airport","Miramichi Airport",47.007801,-65.449203,108,NA,"CA","CA-NB","Miramichi","yes","CYCH","YCH","","","http://en.wikipedia.org/wiki/Miramichi_Airport","CFB Chatham, RCAF Station Chatham"
1691,"CYCL","medium_airport","Charlo Airport",47.990799,-66.330299,132,NA,"CA","CA-NB","Charlo","yes","CYCL","YCL","","","http://en.wikipedia.org/wiki/Charlo_Airport",""
1692,"CYCN","medium_airport","Cochrane Airport",49.105598449707,-81.0136032104492,861,NA,"CA","CA-ON","Cochrane","no","CYCN","YCN","","","http://en.wikipedia.org/wiki/Cochrane_Airport",""
1693,"CYCO","medium_airport","Kugluktuk Airport",67.816704,-115.143997,74,NA,"CA","CA-NU","Kugluktuk","yes","CYCO","YCO","","","http://en.wikipedia.org/wiki/Kugluktuk_Airport","Copper Mine Airport"
1695,"CYCQ","medium_airport","Chetwynd Airport",55.687198638916,-121.626998901367,2000,NA,"CA","CA-BC","Chetwynd","no","CYCQ","YCQ","","","http://en.wikipedia.org/wiki/Chetwynd_Airport",""
1696,"CYCR","medium_airport","Cross Lake (Charlie Sinclair Memorial) Airport",54.6105995178223,-97.7608032226562,709,NA,"CA","CA-MB","Cross Lake","no","CYCR","YCR","","","http://en.wikipedia.org/wiki/Cross_Lake_(Charlie_Sinclair_Memorial)_Airport",""
1697,"CYCS","medium_airport","Chesterfield Inlet Airport",63.3469009399,-90.7311019897,32,NA,"CA","CA-NU","Chesterfield Inlet","yes","CYCS","YCS","","","http://en.wikipedia.org/wiki/Chesterfield_Inlet_Airport",""
1701,"CYCY","medium_airport","Clyde River Airport",70.4860992432,-68.5167007446,87,NA,"CA","CA-NU","Clyde River","yes","CYCY","YCY","","","http://en.wikipedia.org/wiki/Clyde_River_Airport",""
1703,"CYDA","medium_airport","Dawson City Airport",64.043098449707,-139.128005981445,1215,NA,"CA","CA-YT","Dawson City","yes","CYDA","YDA","","","http://en.wikipedia.org/wiki/Dawson_City_Airport",""
1704,"CYDB","medium_airport","Burwash Airport",61.3711013793945,-139.041000366211,2647,NA,"CA","CA-YT","Burwash","no","CYDB","YDB","","","http://en.wikipedia.org/wiki/Burwash_Airport",""
1706,"CYDF","medium_airport","Deer Lake Airport",49.2108001708984,-57.3913993835449,72,NA,"CA","CA-NL","Deer Lake","yes","CYDF","YDF","","","http://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland)",""
1709,"CYDM","medium_airport","Ross River Airport",61.9706001282,-132.42300415,2314,NA,"CA","CA-YT","Ross River","no","CYDM","XRR","YDM","","http://en.wikipedia.org/wiki/Ross_River_Airport",""
1710,"CYDN","medium_airport","Dauphin Barker Airport",51.1007995605469,-100.052001953125,999,NA,"CA","CA-MB","Dauphin","yes","CYDN","YDN","","","http://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport)",""
1711,"CYDO","medium_airport","Dolbeau St Felicien Airport",48.778499603271,-72.375,372,NA,"CA","CA-QC","Dolbeau-St-Félicien","no","CYDO","YDO","","","http://en.wikipedia.org/wiki/Dolbeau-St-F%C3%A9licien_Airport","Dolbeau St Methode"
1712,"CYDP","medium_airport","Nain Airport",56.5491981506348,-61.6803016662598,22,NA,"CA","CA-NL","Nain","yes","CYDP","YDP","","","http://en.wikipedia.org/wiki/Nain_Airport",""
1713,"CYDQ","medium_airport","Dawson Creek Airport",55.7422981262207,-120.182998657227,2148,NA,"CA","CA-BC","Dawson Creek","yes","CYDQ","YDQ","","","http://en.wikipedia.org/wiki/Dawson_Creek_Airport",""
1717,"CYEG","large_airport","Edmonton International Airport",53.3097000122,-113.580001831,2373,NA,"CA","CA-AB","Edmonton","yes","CYEG","YEG","CYEG","http://www.edmontonairports.com/","http://en.wikipedia.org/wiki/Edmonton_International_Airport","YEA"
1718,"CYEK","medium_airport","Arviat Airport",61.0942001343,-94.0708007812,32,NA,"CA","CA-NU","Arviat","yes","CYEK","YEK","","","http://en.wikipedia.org/wiki/Arviat_Airport",""
1719,"CYEL","medium_airport","Elliot Lake Municipal Airport",46.351398468,-82.5614013672,1087,NA,"CA","CA-ON","Elliot Lake","no","CYEL","YEL","","http://cyelont.tripod.com/cyel/","http://en.wikipedia.org/wiki/Elliot_Lake_Municipal_Airport",""
1720,"CYEM","medium_airport","Manitoulin East Municipal Airport",45.8428001403809,-81.8581008911133,869,NA,"CA","CA-ON","Manitowaning","no","CYEM","YEM","","","http://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport",""
1721,"CYEN","medium_airport","Estevan Airport",49.2103004456,-102.966003418,1905,NA,"CA","CA-SK","Estevan","no","CYEN","YEN","","","http://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome","YEN"
1722,"CYER","medium_airport","Fort Severn Airport",56.0189018249512,-87.6761016845703,48,NA,"CA","CA-ON","Fort Severn","yes","CYER","YER","","","http://en.wikipedia.org/wiki/Fort_Severn_Airport",""
1724,"CYET","medium_airport","Edson Airport",53.5788993835,-116.464996338,3043,NA,"CA","CA-AB","Edson","no","CYET","YET","","","http://en.wikipedia.org/wiki/Edson_Airport",""
